@relation train
@attribute b0 real
@attribute b1 real
@attribute b2 real
@data
8.698698562099969E-4,-1.2141353517166516E-4,-0.0017796124916770071
-0.0014137923729877291,0.0015232056493661092,0.0014282844185645315
-0.0014491922034807457,0.0015436126010236813,0.0014797387345210152
-8.926967299017162E-4,-0.03957205885207147,-1.3532789287892634E-4
-0.0014137923729877324,0.0015232056493661094,0.0014282844185645302
-6.877552697207247E-4,0.0012792182336621755,6.082678899029949E-4
-0.0011103824441921963,0.0010542587789596812,9.298150533833268E-4
-0.0011963528801819559,0.0012703481454236227,0.0011068289052921754
-0.0011374113516265708,8.66826251090299E-4,-0.0037431039278013607
-0.0012419100062875774,-0.0014399549734529595,-1.4454617729975797E-4
-0.0013863316110438594,0.001381533959549151,0.001306547415137609
4.141104457903583E-4,0.0011300395559325437,-0.0010558727979904186
-4.7226886201223793E-4,0.0014056283581428085,1.4922037003761956E-4
0.001964413641906978,5.901941658893806E-4,-0.002839958778528785
-0.0011158232494656406,-7.779389550223459E-4,0.0011811931305502833
-0.0013540635156566918,0.0014337796922433592,0.0013011031438940352
-9.657647134592364E-4,0.001513619342710294,0.0011009716141115048
-1.5788748679764207E-4,-0.07753328446297286,0.0027790740291273926
-0.0013999937213289067,0.001496370316201542,0.0013930171006370337
0.0029234058185266063,8.832199663475242E-4,-0.002355096469302024
-0.001274006742308646,0.001521933683032372,0.0012416982839744443
-0.0014353978535263027,0.0015929317671629615,0.0015100252575986762
-0.0014536656408121365,0.0013116288787731849,0.0015859488648267228
-5.514054413618004E-4,3.6462696818621035E-4,3.840611466244112E-4
-0.0014137923729877285,0.0015232056493661081,0.0014282844185645339
-0.0014302988987023749,0.0014641869208357828,0.0013729913719533694
-8.756435855974433E-4,-3.185415094365475E-5,1.5789041279290486E-4
-0.0011564986327534193,0.0015993414873966898,0.0010222052886715855
-0.0014212484048852078,0.0014770675267634118,0.0014184565587841544
-0.0014248267222357952,0.0014233225695765145,0.001502759500583498
-0.0013957306396988863,0.0019152891681449742,0.001690950091661423
0.0020827719353487943,0.001025906623638062,-0.003100824242028627
-6.740558670374436E-4,-0.015369206202820828,4.244641719645392E-4
-0.0014223874518456486,0.0017430195078806275,0.0013662115481485743
-0.0011844839931808146,-0.002964961897694968,0.001290376922865123
-0.0013408880877114984,-0.005822306898726177,0.0011752030735727196
-0.0014590509522602925,0.0016044958819839564,0.0015129933929539936
-9.344701203052135E-4,-0.003049904693272964,5.707486790232953E-4
0.0030795769044281137,-3.834041932450723E-5,-0.004217665795572729
0.004279299622723565,0.0012837394011900418,-0.0037910592609838056
0.0771282819519994,8.259341424112786E-5,0.009653342303748575
