@relation train
@attribute b0 real
@attribute b1 real
@attribute b2 real
@data
-0.15290535911869085,-0.09442384192303635,-0.13736989500844396
-0.13278117873842046,-0.09333198125438624,-0.05333919839542679
0.2650034611719711,-0.043979708239840716,0.21936012410951655
-0.13318291700823168,-0.09733746132261792,-0.004936271159124875
0.8551963070671297,-0.025427613517369028,0.09824447339663704
1.389560736261804,0.42165994914463434,4.4423736941115886
-0.15327203585220336,-0.09508564964821443,-0.13524398148430142
-0.15547357290583558,-0.09620992896230157,-0.14219161710838116
0.06306594770426348,-0.07026988378291835,0.004938588388162371
-0.14618461157127738,-0.09697127396611914,-0.11002353245788879
0.09831254949036072,0.07740027916050053,0.2233449845195267
-0.14817950525121149,-0.060990479354659684,-0.08314548394226964
-0.145082106066271,-0.09691816930197658,-0.10812037337301042
-0.004635784547113233,-0.05513205791415152,0.08127664431225683
-0.1539854064958375,-0.0949261961131393,-0.13299914762709875
0.9289052944571438,-0.0492461999645775,0.11209384752941148
0.7595379164970101,-0.09398725723315209,0.013522606326885503
0.05741444590519789,-0.09661804413931759,-0.01428636068237933
0.2980511370639117,0.36085535236650074,0.3543963384793178
-0.14145058772171074,-0.09436945281661843,-0.02498670231421955
-0.111977215372689,-0.06976495256281386,-0.08908819921802051
-0.15072383800671585,-0.09493196071855767,-0.12628498997608684
-0.1324353440234198,-0.037175735496830994,-0.029879427311724507
-0.14936083464355607,-0.06989519500829827,-0.05695283206691116
-0.047664569481949456,-0.05347085854965476,0.006968907956159742
-0.129078827914246,-0.06164576457352745,0.007794338538326745
-0.1537135643581731,-0.09485734084714416,-0.13978203840497325
-0.15325591254780566,-0.09353535496471789,-0.13697496959036895
0.10787793743880535,0.5190257664780986,0.6246603565742409
0.010841904140822213,-0.07216835248631853,-0.03818404453895842
0.10481554941831282,-0.10548518172352524,0.11355740889483999
0.020233200087898057,-0.08738301627136988,0.055334220689822036
-0.15354981057686296,-0.0791037386285064,-0.13450999342177736
-0.12751096488594868,-0.09330498053859249,-0.06450396369333804
-0.14776900574839807,-0.08851206909687638,-0.012061598249718176
-0.15181942746707006,-0.09450511081198955,-0.13244873238487304
-0.1421089641020423,-0.09492890436860295,-0.11989203080288788
-0.15056409461074824,-0.06436006145856031,-0.11558841675469075
-0.09796117606647062,-0.08644585302548852,-0.11865924812277394
-0.12858659445888368,-0.09607666085351932,0.018913609709695165
-0.15067084216678908,-0.07907240263715472,-0.13073252929771798
-0.1238269244872485,-0.059874543962673346,-0.015303334801528097
-0.15294510935921216,-0.09540058193209064,-0.13742809582880258
-0.1524102269753931,-0.08089377241272147,-0.1334061127092851
-0.14466540207903641,-0.07896692086685578,-0.13503857365516675
-0.13024888070202095,-0.09512339024683174,-0.12375506490288801
-0.1071579957806598,-0.09582589696744644,-0.03722629030378405
-0.15021683589714116,-0.07823180561313964,-0.0038837627283486286
-0.04872151152463886,0.017440450971585808,0.24332908178734264
-0.08207477307505534,-0.08778152989497966,-0.07040525599942657
-0.15266949432605958,-0.08715386125230547,-0.13411385231929712
-0.1524254915242005,-0.0953531789857037,-0.12607865265163157
1.7579955517818147,-0.05131248321701004,-0.005259464752035011
-0.0833400956063025,-0.09596682647329882,-0.062238643602603595
-0.1406329940948291,-0.09527678615484232,-0.062340527318713576
-0.14447257702569066,-0.05333741890688716,-0.07748914203887057
-0.14546326455696768,-0.09440845520339551,-0.130165361379614
-0.15330962144739632,-0.09481482138274197,-0.1355096884967795
-0.1509101778518637,-0.09412100197660549,-0.1212606294684975
0.04049524326138724,0.0026165640331627877,0.05872350671728473
0.054522354928103416,-0.07027372267496013,0.21927683410849624
-0.1531204152632889,-0.09455320510243145,-0.136339150368276
-0.1276217308391587,-0.09861037053928011,0.020420563393075165
-0.12958406311237697,-0.08589769370566508,-0.02664387060208911
-0.05904449546440363,-0.08056541870677533,-0.013818707375878208
-0.07436045024902996,-0.09498051754181464,-0.043557513107853864
-0.13293448933913507,-0.0951409542701316,-0.06417760297692883
-0.1211799233640903,-0.0872291044341146,-0.11810289379691799
-0.09690086580379904,-0.09557437530283294,-0.10709088720384216
-0.1447718229708512,-0.08545415207863755,-0.12874877845056723
-0.15259641388492776,-0.09539208247465383,-0.11855453401913142
-0.15283966056613443,-0.09449399513901025,-0.13616862503354135
-0.10791207718891825,-0.08638157934624852,-0.0991607085952631
0.5036723145959705,-0.11625854898856156,3.4506916768313185
-0.15238978660575084,-0.09497163245514012,-0.12065052713858992
-0.15088795598463578,-0.06205318813324966,-0.11554172183799737
-0.13757327547451273,-0.09620904419921433,-0.08790657809187055
0.01441778655117504,0.09140754807163722,0.6414996807203251
-0.10145784292387797,-0.0837817952450337,0.09874980215264269
-0.15405793312758076,0.2507442110698696,-0.14147701720438458
0.2800212863567843,-0.0395959487500386,0.5832551604891204
-0.15050709575770854,-0.09481360020516534,-0.123044845660389
-0.09280574868678412,-0.08594124095658665,0.13181569980090552
-0.15344187198944703,-0.09473389795254428,-0.1203222874386461
0.05447639117474278,-0.0896687102488548,0.007768651256814371
-0.15316407294622247,-0.09458361439606734,-0.13729471444602573
-0.1531196207954786,-0.09454473447405548,-0.1342458587839286
0.02478506281854974,-0.09610689470313102,0.13270026413662545
0.03385435687926587,-0.05202350814820269,0.19165048463322895
0.0064301486502428605,-0.06607929502714624,-0.03245551547699659
-0.12782230769144537,-0.07129559437556131,-0.03376752977365102
-0.11747099603661529,-0.053476046404823126,-0.07067511125894325
-0.15285215608033675,-0.09507503737996577,-0.13706376415217753
-0.152683031092847,-0.07881615990836376,-0.12439681427265127
-0.1526635526486881,-0.09469507637210414,-0.13082602085693792
0.2246405189577225,-0.032096909455244425,0.6105009771020002
-0.08591355202216429,-0.08559926235833004,-0.013670431734782468
-0.07472864902596196,-0.09672945371079515,-0.0288759639729816
-0.15342780301786066,-0.09495651629190713,-0.13978515248361686
-0.1509699307859167,-0.09380711972190595,-0.12499642889023659
-0.1515168938190265,-0.062098078378820865,-0.10644811074803255
0.2085006650310352,0.10154471904035998,0.12785093712425635
0.7722195836654661,-0.03778380753235996,-0.06731802852111832
-0.10724571609861265,-0.10139861264672481,-0.07482446655064826
-0.09796847233721023,-0.09587351672437658,-0.060985694169659266
-0.14435285093224465,-0.08570413637300972,-0.07714424427483163
-0.06680086266014323,-0.06206302293178411,0.0010739780496428948
-0.1527708341806905,-0.07912527632587646,-0.12609196713123808
-0.13171445797729847,-0.09468883883575371,-0.13938928940562292
-0.07434452156335947,-0.09582287461400303,-0.01609880958499311
0.1813895220302955,-0.067132969204255,0.11888431656546122
-0.09997562063248312,-0.09554546860813047,-0.05132348807560589
-0.1310024964396343,-0.0961338275227468,-0.1173890391449526
-0.1363693322708875,-0.08595141378483068,-0.11961739113401773
-0.15334811434450207,0.2559717494358422,-0.11984264254576779
-0.14638192298462926,-0.09567103231729271,-0.13338570188377058
-0.1501607419126476,-0.07287688765431434,-0.06705677278007316
-0.03194940941088364,-0.08784085888829501,0.03205106940116931
-0.15360278419559095,-0.09473753804913733,-0.13892551756216992
-0.10599488192734584,-0.09627025082402545,0.021776573542157097
-0.15321621962138263,-0.09464150721971373,-0.13831316096867718
-0.15438251965109331,-0.09679126331017722,-0.1120469779194869
-0.1385664602854698,-0.09467309265211049,-0.12857426702595282
-0.15139188062817263,-0.09466723461702892,-0.1301596782720469
-0.14597934519439942,-0.09510552488195992,-0.13731218538789847
-0.1495234543911453,-0.0929489940159112,-0.08707538622232887
-0.15144228169602725,-0.09693574257524831,-0.11685881609613806
-0.1249151219835732,-0.013141418756283078,0.2318079082140847
0.19571156058506645,-0.12012358764122393,2.0006388159273643
-0.14606342504571915,-0.09518829864075144,-0.13877683751895087
-0.15007388185702863,-0.09744367064767602,-0.1006905624064625
-0.14620316674514736,-0.09461073388264814,-0.13128827909571605
-0.13084083888712408,-0.0867328475765152,-0.13765439208272098
-0.14510323688539373,-0.09487653431125315,-0.1355432753984662
-0.12814521678507615,-0.06980048288598804,-0.061351620372750985
-0.1302222017705459,-0.09524768046369213,-0.1215216068050881
-0.08870535578707786,-0.04485124107894497,-0.08762448603575385
0.02258913972962132,-0.09888276376361128,0.17667838297460745
-0.07578737532697934,-0.05007269317672648,-0.07227448107965206
-0.1321206598085276,-0.09649184844778874,-0.12616104535323433
-0.10598029612344564,-0.09354856874971021,-0.10941406619239366
0.09298792956806183,-0.06464532290391367,0.07389906710903252
-0.03635048560370818,-0.08700193585423721,-0.007286965536596564
-0.15321453597086296,-0.08777007345682497,-0.12913577387759756
-0.14519161850878784,-0.09469631223645991,-0.1338415490876977
-0.1500927621647181,-0.09505604495895263,-0.11669611056251003
-0.1338799240769009,-0.05270637154988416,-0.08955211679413048
-0.15322804042939817,-0.09437431628642157,-0.13057212381331296
-0.10942746167588976,-0.09571739521202702,-0.05498738934542869
-0.15390278134754604,-0.09515206565673527,-0.13985162959118186
-0.01923293084406646,-0.03279989975707225,0.18200686191450263
-0.15321174332092527,-0.09471858829197134,-0.1385492056170251
-0.11846183623907339,-0.09428527646514956,-0.09397008870219216
-0.10888992629545909,-0.08782297988987155,-0.12007008423519615
-0.1094442118938393,-0.09412535791078518,-0.11515999639238075
-0.15181932375920607,-0.09504766372511766,-0.11118315779854747
-0.15381771894534826,-0.09494743150303829,-0.13974979866514733
-0.11555504740106921,-0.08605876328269488,-0.12318207623279186
1.5422948245653874,-0.09625582220085735,-0.12728586265905564
-0.15081907804320233,-0.07880588272001747,-0.1213618653035356
-0.01227078684823181,-0.05401535139255293,0.28734002458485625
0.7670342403610945,-0.02132677367110464,0.03427433992934652
-0.10809647729984835,-0.08651991523431769,-0.04458548092388006
-0.1540241485255117,-0.09551756568914588,-0.13554585498569172
-0.042253936019363024,-0.08727994962862,-0.1278276023211306
-0.10652792925068494,-0.09513618451069694,-0.10312745485277285
-0.14709262033362208,-0.09479113705446947,-0.09197765134522612
-0.15080770824687587,-0.07857892700028066,-0.12781039322428098
-0.14094474283220326,-0.09717271576751842,-0.13245733885369743
-0.07196912271550164,-0.08135992381017089,-0.00807313037576838
-0.14630451765234515,-0.09472033584776761,-0.13931703204855442
-0.0430220563344618,-0.08522060667669216,-0.09837579962598988
-0.1223205801946879,-0.09471591361567903,-0.12625080384469228
0.7658703311087753,-0.09709502694564204,-0.13193262287900837
-0.10240274321525852,-0.09393208551385998,-0.06222180292297539
-0.15233985413042744,-0.0869202353117146,-0.11538999901136726
-0.15333419938926646,-0.09462325150209494,-0.13849370148166304
-0.15306061183092265,-0.09415487008987795,-0.12395180016614503
-0.14112181693339082,-0.07731846853070069,-0.07864221613195084
-0.153538678423252,-0.09478750292710883,-0.13977583041773387
-0.07502945869567623,-0.062243676197536436,-0.10462477500368536
-0.15341180582684485,-0.09457687681575212,-0.13881161315673707
-0.15152707642550028,-0.08511943178042464,-0.09894389814958421
-0.15303682702077778,-0.09425132732899995,-0.1327529354603081
-0.1370614280183873,-0.09465355584400494,-0.12161506534062755
-0.15306191159189986,-0.09596589448575028,-0.12235787893380679
-0.1530259137254919,-0.09478135620590888,-0.1157420297997903
-0.01916871102712317,-0.026755788878846398,0.0931842833906708
-0.13169660635887084,-0.0650631699257821,-0.1079897003915354
-0.1536323952069487,-0.09496775127392679,-0.13896998314184736
0.7175383103063643,-0.05196209895806536,-0.036066182226415104
-0.12042123255521218,0.02382625594637049,0.0803286176098207
0.01838016642397285,-0.09493214798029127,0.08732261114342056
0.7778185225968054,-0.07934411394059204,-0.07184208060950623
-0.09072888626301423,-0.09540294510526937,-0.05967507977174364
-0.12796717760039714,-0.0939775378480463,-0.09885146662496003
0.02941504638253425,-0.022232770187411974,0.30230542666641125
0.031126966437766034,0.03869585643688415,0.822384378134926
-0.13965715757532468,-0.09549491726112305,-0.05428066173461627
-0.11807788571337219,-0.06848438560962657,-0.029779011736946564
-0.13826300363084218,-0.09427506841006654,-0.12867159443250945
-0.13044466385917527,-0.09494565095967876,-0.12077275463638149
-0.15110339449088536,-0.09426286458797205,-0.1132878327128981
-0.1517195787925824,-0.09249907790586959,-0.07816231480276711
-0.1522178697373234,-0.0944631019667946,-0.11010367571437742
0.35035415896499666,-0.07153563740144296,0.014187129295508293
-0.12252835270807644,-0.09533783759396247,-0.1116582525306928
-0.12816925858608183,-0.058319894000786306,-0.028914623199290102
-0.04068358459867178,0.1676526704350472,0.6180823233900685
-0.15241538587587303,-0.09424511868088829,-0.12547435609071425
-0.14586518003320043,-0.0946170713785274,-0.13387728710025143
-0.13018749832856855,-0.09554678097766042,-0.10156114404912432
-0.10602266748750286,-0.06339517166682426,0.06420563623975195
-0.15205124194186725,-0.09404988486284041,-0.1274648965374304
-0.16131029298262128,-0.10159418770603992,-0.13098972671784012
-0.1511665045812689,-0.061991249731539945,-0.09849073601975852
-0.1603995736187957,-0.09982071629389996,-0.150835373552765
-0.138979696429948,-0.09465163191093463,-0.13918892039800732
-0.11142130608992754,-0.09239039295013302,-0.01420529699038228
0.05213871380424015,0.017511156530584628,2.6357638906044563
0.21996436161195165,0.05023304539750056,0.11368829125593943
-0.14797875791950962,-0.09440392813277111,-0.125565682894915
-0.14756546975477278,-0.09520714583853586,-0.1321710613047571
-0.09152332709787113,-0.07930656017204554,-0.04016625029588995
-0.14952440829130806,-0.09286048662515743,-0.08837397620764341
-0.1369611195917001,-0.07305609506818968,-0.07619169877380894
1.506920618421629,-0.06904169095981111,0.3239873733313743
-0.15299238633276838,-0.09572715522617291,-0.13483575670520828
-0.14905948916207515,0.18973072644148517,-0.046822041360010454
-0.15135030629057683,-0.09120740133992,-0.12085928304687917
-0.1224305375260141,-0.08521843801570954,0.01932040352426062
-0.137387171862559,-0.07918280242777721,-0.11302534461947296
-0.10746032158745647,0.18659542892607953,-0.11289421575672107
-0.15443249596917563,-0.09584923192295731,-0.14039972257822297
-0.07562699490805894,-0.09480272201318603,-0.01946571095845242
-0.15327570107163216,-0.0949716158152371,-0.13536931675739353
0.019561913105116277,-0.019522872924242728,0.1494011278711334
-0.15351158411360472,-0.09480627077268362,-0.13929681826489987
-0.15332170367256787,-0.09458812121870705,-0.1376218403088329
-0.15274848181842213,0.09414901754764775,-0.06449896776551907
-0.1487891971260999,-0.029802097555542837,-0.09947006054666041
0.1399337763190595,-0.09661730937830215,0.31338439554021114
-0.011101051394379814,-0.10000340021538266,0.1262732607788488
-0.1509022711625274,-0.08482209975274481,-0.0827717506467799
-0.1234371865746089,-0.09449724257035565,-0.1330166056603183
-0.15629762133074548,-0.09655120388943063,-0.14384798145611113
-0.15297847603826914,-0.05428422305097875,-0.13868591208915076
-0.15339070112994477,-0.07921060582669269,-0.132572571939724
-0.1071877046041789,-0.07886764569404342,-0.10292663742350493
0.7183842322258585,-0.05990784910092263,-9.68499901360668E-4
0.018753606695824602,-0.0961830944517346,0.14974242653817363
-0.04927441212964533,-0.02100494929513707,0.01665331486827075
0.013802571491913537,-0.07772259266516074,0.04948037617385994
-0.15100740553120534,-0.09884284127218851,-0.1302325637583051
-0.0679978264878754,-0.09585511555264864,-0.00824901887483101
0.052315174753852764,-0.0970777424653995,0.1756530978993158
-0.15346075077940038,-0.09473556094561646,-0.1393469185704457
-0.14765507500398245,-0.08659913693193194,-0.12703415732453582
-0.1392935792808981,-0.09537535981192728,-0.13846073585290397
-0.15245699947584565,-0.09556311364550024,-0.13148858685930553
0.8776263112738255,-0.017945513260118905,0.3041907651350976
-0.1531064607317476,-0.09457371738729425,-0.12914597423377114
-0.07470862968573447,-0.07022339406827066,-0.08157037105103601
-0.1516531426947179,-0.09385477074751176,-0.11567343947612929
-0.15224245098439004,-0.09470535426896558,-0.12609785009153535
-0.1555981375829694,-0.09765711169197638,-0.1377949004039999
-0.15465660365840914,-0.0960247558379392,-0.13352415620290606
-0.10915025816878457,-0.07544576049787237,-0.06441122554032591
-0.1523444051887072,-0.0948338940623634,-0.1311891605324361
-0.160081543070511,-0.09924412116018282,-0.1511725559430011
-0.007558346171762959,-0.09690699408084594,-0.05553126620319597
-0.1211537991785235,-0.07009826328050033,-0.11181513210093066
-0.11025776532236217,-0.09421098922175802,-0.06280300762271562
-0.15282627656763334,-0.09489941465472164,-0.13596403470660381
-0.15325833288484175,-0.09479192050519163,-0.13851963679129686
-0.04465746372561177,-0.012159201784514935,0.4725338614793364
-0.13265111952856296,-0.06925657077578133,-0.049577743780738745
-0.06524295814988386,-0.08761297007622126,-0.1331948067422662
-0.15035846316136386,-0.09573878257739413,-0.13147533681256068
-0.12080945972696813,-0.04657944557627539,-0.07720220103113298
-0.006439301805166063,-0.01946149063967514,0.34089478353454394
-0.15348757121604015,-0.09470621707247513,-0.13797051379470351
-0.15467405339824497,-0.09693998187062221,-0.13813266297348578
-0.12889638211164697,-0.061375042045186234,0.002971509272821843
-0.11881879128282778,-0.09515654436082632,-0.05403809557326003
-0.10978103710411771,-0.09451023164258278,-0.13783825408793907
2.3144156887972347,0.01786442183345592,0.9434361184609927
-0.04994445939543929,-0.09559340682638572,0.022409963199401053
0.11143407702311317,-0.08835037325161614,0.24046409860735005
2.3872624362790034,-0.09602656720764949,-0.10802536457479403
-0.15356300658498218,-0.09471345121115007,-0.13934045759305932
-0.046425488645797375,0.008407569875744232,-0.04219026810388796
-0.10243651612473845,-0.08638579749863036,-0.11731973143874339
-0.1458498420345159,-0.09455037418046768,-0.13805329146002426
-0.1386452565577505,-0.09520625374684218,-0.13901985084581733
-0.15079621818281694,-0.06193015866096929,-0.11861148266360767
-0.06363719185378613,-0.06918687317457496,-0.09436196408322574
-0.06342215529695105,-0.10153719097793515,-0.07896133313274055
-0.13075773276855143,-0.0954881605497231,-0.05329249668678002
-0.13652239122634535,128.4735760274028,-0.37004581251424923
0.019378906184346404,-0.18173682072171793,92.85008492520197
-0.1512742154094819,-0.09588221266332587,-0.11177534939028698
-0.14513526762838316,-0.09507224242841564,-0.13923943898796368
-0.15334760116493318,-0.09513674803890212,-0.1272522380688312
-0.15303407683639292,-0.09386577099046207,-0.1361889322054994
-0.15298686616861704,-0.09463534909493636,-0.1335330084778132
-0.007795596222322021,0.07690821350095904,0.10801523876982168
-0.15307704435643557,-0.09449946766963634,-0.1345699690565251
0.028032363911428024,-0.002260713742052493,0.15849261385494967
-0.14271347651988747,-0.08396304504695974,-0.11143449673583329
-0.1063447516637337,-0.095758342858942,-0.09368283263001657
-0.029834083899989195,-0.09664631935813033,-0.0368016204072757
-0.11896979193649387,-0.09544244134646755,-0.08103224335838453
-0.14466776228421155,-0.09574434391824786,-0.11410331938565266
-0.15393915264790842,-0.09517918364869746,-0.13922510984257713
-0.1445464977005386,-0.0851293560836211,-0.13451002160151201
-0.0812870817695171,-0.08869017298068517,-0.05562884517798154
-0.09514236089293368,-0.04689695857388328,-0.05684231849880536
-0.15348829094262373,-0.09515724665158319,-0.13840859571632524
-0.15383186562941648,-0.09515368712693212,-0.13948822744898817
-0.11555777295674663,0.07596179374984106,-0.015424690789755573
-0.15067181465911908,-0.06855005772309741,-0.08015343943188286
2.0317282565070536,-0.01274552214817367,0.2665166342398316
-0.15424440054103244,-0.09519914552532438,-0.14089117494572806
-0.1540318660510707,-0.09516188462461693,-0.1395214158269517
-0.11248911714657879,-0.0941016729677101,0.011328950499223838
-0.15481441484868105,-0.09618223885180316,-0.13960306922931642
-0.03365809261250944,-0.07090453610385482,0.0763438395069426
-0.12267221414424702,-0.09384248370046819,-0.10955220069441998
-0.12660026473901173,-0.09421714124246094,-0.10972599545585711
0.5496346937633644,0.388027910587621,0.9389000392187264
-0.1251036064932083,-0.08800390503925251,-0.1350372300609144
-0.1412583657885019,-0.09233133303101942,-0.07399930750027768
-0.14375120124358212,-0.07948535512835142,-0.12578572424427273
-0.15312293814762948,-0.09499612806287777,-0.13822864475361823
0.04292143503637688,-0.07659536989664657,0.06689111902777921
-0.1485809963938576,-0.06045984587172437,-0.08958276678415937
-0.15412112324312666,-0.09506758180054176,-0.14036192872157768
-0.14954205482724567,-0.09024434414535742,-0.03822180375000257
-0.15365065416130844,-0.09495418534192189,-0.13902364473496848
-0.1163123914626554,-0.06243408954117916,-0.062099078773127384
-0.027314267410084053,-0.02686350110708178,0.19479368865510285
-0.14014363201175764,-0.09666821004882802,-0.061823355873943886
-0.15294692124918474,-0.09451904912458095,-0.13103577543856995
-0.1537854977550716,-0.09540233671336774,-0.13146553641987713
-0.05728685113457192,-0.09664044655174747,0.1654527703962599
-0.1349610693358524,-0.09486770179847404,-0.1312830780579546
-0.10828008654093414,-0.09428501543421243,-0.06687577559156446
127.36695912860401,-0.022613212522431037,-0.6914878124570961
-0.11558892159835919,-0.0866390888885071,-0.07764109158136172
-0.05006688370448808,-0.09060851840983342,0.16427156060513345
-0.15362028042160256,-0.09479268806429428,-0.13951026581400602
-0.1488559929833336,-0.053122526598204795,-0.07773319447768001
-0.15342039509125724,-0.09485686612374883,-0.12789330908969637
-0.13916233906438863,-0.09480285964369202,-0.13817798074794693
-0.08548769792033328,-0.09454927045469237,0.03169067358491497
-0.07454754892036934,-0.09551720304444984,-0.0819253901532692
-0.08262033572211719,-0.09366524774685557,0.03451606106309769
-0.14247288976458755,-0.09419594770896918,-0.08988362516933349
-0.11133075015021819,0.03701270305230388,0.011467133194669292
-0.1518134013485894,-0.07890809675753652,-0.1318801539461743
-0.07305494112623233,-0.07936824948019841,-0.07320699962216715
-0.11673069176143362,-0.05487102264686404,-0.02400011269553349
-0.15281142508496712,-0.09625095563229097,-0.11712605616788725
-0.15347899390217443,-0.09483599413878958,-0.13896081164629714
-0.15743750873765722,-0.09800603114364904,-0.13998472603797832
-0.1537426666443286,-0.009602624088859464,-0.1392385726201704
-0.13835211222695099,-0.0947377834631182,-0.12820737775339766
0.011706146393776314,-0.036364109648141095,2.461156928487779E-4
-0.136773395092853,-0.09532721005932605,-0.1312116502649418
-0.13551754512074068,-0.09499474591991916,-0.05122669358972277
-0.10155122898405651,-0.04708611319517324,-0.11586578598112174
-0.1534079095521151,-0.09490659420749559,-0.13848281992447586
-0.08554777549749173,-0.08618634393699048,-0.016130330038992474
-0.11485734613584501,-0.09528266700521078,-0.12113969086665988
-0.11909696490761532,-0.09529015608606935,-0.06567157607242592
-0.1387079970961104,-0.09518713749614248,-0.051840265278317456
-0.13063793110199987,-0.09522608439380463,-0.12387608645372723
-0.1488473777969413,-0.09386740138108662,-0.07155462065682855
-0.13036399188487452,-0.09503315576254437,-0.12331518599862193
-0.1164866443540294,-0.01854673051714062,0.00876590977310527
-0.15331173158266864,-0.09456723578518499,-0.13627276637863203
-0.11577152121082097,-0.09548556604958117,-0.08402023826159626
0.057480026414935735,0.012636989613533985,0.12678910497089102
-0.1534850540588043,-0.09461111521226861,-0.1353611042739445
-0.15324843294400314,-0.09470517723884575,-0.138220267053136
-0.14552564086912734,-0.09474223076128431,-0.1380596038404955
-0.14596299454734366,-0.09445106680513977,-0.1326026992963648
-0.15335348062750884,-0.09465927430772877,-0.13670319241516032
-0.01300670098715581,-0.002491508593016318,0.1641861487220225
-0.13326766689912564,-0.06821044567729789,-0.03785766643880312
-0.15339274447937898,-0.09512406490916153,-0.13904157667207545
-0.13407918952972225,-0.07856319028700263,-0.1144611445883496
-0.1073075114390283,-0.09575528142814767,-0.10821045392976586
-0.0936922552048325,-0.0865846677255993,-0.021657445314386795
-0.03798318019735249,-0.09603343387663667,0.010929978965982842
-0.15301890462689263,-0.09581494462013729,-0.10625497521456147
-0.12661567912940808,-0.08704549383697335,-0.12176267263915828
-0.12748120358172527,-0.08457838666624219,-0.09854733033882633
-0.15058679804459135,-0.07964720627635061,-0.11931593401511331
-0.0700800413468775,-0.04728270034646566,0.02069480199247638
-0.15287347446495828,-0.09430127148419061,-0.11888269512512324
-0.062008513149458364,-0.035448118592829,0.12155169562815296
-0.08930991829885981,0.045549985699636364,0.03838725704797654
-0.15180521760953028,-0.09533859807342561,-0.12563062522295004
-0.055576483240193805,-0.06331450996249746,-0.03831925080268694
-0.15440419380252987,-0.09527113951624892,-0.14109072182078544
-0.10359129889782173,-0.08105170808555118,-0.08361614963858767
-0.15084714492109902,-0.09611889456957447,-0.11650981258189558
-0.08514384946256287,0.10627820297185685,-0.08599559077259059
