@relation train
@attribute b0 real
@attribute b1 real
@data
8.698698562099659E-4,-1.214135351715463E-4
-0.0014137923729877384,0.001523205649366044
-0.0014491922034807474,0.001543612601023608
-8.926967299016583E-4,-0.03957205885207154
-0.00141379237298774,0.0015232056493660441
-6.877552697207471E-4,0.0012792182336621597
-0.0011103824441922058,0.0010542587789596422
-0.0011963528801819659,0.0012703481454235698
-0.0011374113516265712,8.668262510904823E-4
-0.001241910006287573,-0.0014399549734529608
-0.001386331611043869,0.0013815339595490896
4.141104457903397E-4,0.0011300395559326222
-4.7226886201224644E-4,0.0014056283581428187
0.001964413641906968,5.901941658895641E-4
-0.0011158232494656547,-7.779389550223973E-4
-0.0013540635156567074,0.0014337796922432948
-9.657647134592508E-4,0.0015136193427102475
-1.5788748679745415E-4,-0.07753328446297317
-0.001399993721328914,0.0014963703162014642
0.0029234058185266146,8.832199663476835E-4
-0.00127400674230865,0.001521933683032315
-0.001435397853526321,0.0015929317671628859
-0.0014536656408121612,0.0013116288787731357
-5.514054413618242E-4,3.646269681862029E-4
-0.0014137923729877395,0.001523205649366041
-0.0014302988987023827,0.0014641869208357225
-8.756435855975003E-4,-3.185415094368622E-5
-0.0011564986327534312,0.0015993414873966174
-0.001421248404885213,0.0014770675267633461
-0.0014248267222358017,0.0014233225695764427
-0.001395730639698902,0.0019152891681448044
0.0020827719353488034,0.001025906623638252
-6.740558670374653E-4,-0.015369206202820878
-0.0014223874518456846,0.0017430195078805566
-0.0011844839931808202,-0.0029649618976950293
-0.00134088808771149,-0.005822306898726259
-0.0014590509522603018,0.0016044958819838879
-9.344701203052184E-4,-0.003049904693272995
0.0030795769044281137,-3.834041932424428E-5
0.004279299622723583,0.001283739401190161
0.07712828195199958,8.259341424072847E-5
-0.0013404055969831765,0.0015153694404345872
-0.0017674792124294202,0.0019686846162869386
0.00160149112041211,-0.018784999265910544
-0.0013540325036246017,0.0014447819652610402
0.002179149828039985,-1.2917088386177968E-4
-7.503046158566639E-4,-0.018974361321233195
-0.0014137923729877384,0.0015232056493660435
-0.0014137923729877413,0.0015232056493660407
-0.0014137923729877404,0.00152320564936604
-0.0014137923729877397,0.0015232056493660383
-0.001464368193435477,0.0016160639726767523
-0.0011280868797464243,-0.010646189158165245
7.832344411419059E-4,-0.0059491815942345865
-0.0013878360874404355,0.0014107792789997242
0.0029832997703232475,4.461780455943869E-4
0.001692820013455882,-3.4480056833265603E-4
-0.001284410181870117,9.651384281526177E-4
0.0041434086784605485,-2.4790577033459676E-4
