104,546.1,38.33244424,0.228698225,0.901184688,2.80E-01
1008,164.6,51.27870862,0.009798535,0.972939817,3.94E-01
122.00 ,969.20 ,45.98746191,0.192686003,0.827442372,3.47E-01
102.00 ,470.00 ,40.07068771,0.233484163,0.915080588,2.95E-01
142.00 ,780.60 ,45.27225045,0.163380282,0.859598547,3.41E-01
110.00 ,201.10 ,53.96370915,0.215384615,0.965842468,4.18E-01
176.00 ,237.70 ,45.80244219,0.128846154,0.95877649,3.46E-01
122.00 ,472.10 ,22.56747007,0.192686003,0.914694417,1.40E-01
223.00 ,1114.30 ,43.70482083,0.098447741,0.803445705,3.27E-01
118.00 ,318.40 ,31.14794653,0.199739244,0.943373702,2.16E-01
109.00 ,343.50 ,35.73866572,0.217501764,0.938631998,2.57E-01
118.00 ,728.80 ,27.96610067,0.199739244,0.868628309,1.88E-01
159.00 ,124.30 ,22.68785356,0.144267054,0.980835512,1.41E-01
179.00 ,521.80 ,38.16221116,0.126428878,0.905600036,2.78E-01
105.00 ,109.50 ,15.03260445,0.226373626,0.983750975,7.37E-02
132.00 ,188.70 ,28.68071535,0.176923077,0.968247919,1.94E-01
157.00 ,185.30 ,29.21718473,0.146300833,0.968908501,1.99E-01
159.00 ,866.50 ,27.38181322,0.144267054,0.844814235,1.83E-01
170.00 ,397.60 ,18.16240826,0.133936652,0.92848968,1.01E-01
274.00 ,345.70 ,40.44961796,0.077259966,0.938217487,2.98E-01
160.00 ,320.40 ,22.71805066,0.143269231,0.942995031,1.42E-01
768.00 ,728.30 ,24.21642606,0.017668269,0.868715893,1.55E-01
167.00 ,348.00 ,24.21642606,0.13661907,0.937784323,1.55E-01
121.00 ,320.90 ,17.10937134,0.194405594,0.942900386,9.21E-02
196.00 ,160.70 ,17.10937134,0.114128728,0.973701179,9.21E-02
164.00 ,152.60 ,17.10937134,0.139399625,0.975284339,9.21E-02
486.00 ,782.90 ,49.41648918,0.036847104,0.859199624,3.78E-01
248.00 ,554.80 ,49.41648918,0.086972705,0.899608827,3.78E-01
1621.00 ,1151.00 ,49.41648918,0.000275234,0.797475205,3.78E-01
118.00 ,285.90 ,48.9069705,0.199739244,0.949547739,3.73E-01
256.00 ,521.60 ,47.08915575,0.083774039,0.905636461,3.57E-01
133.00 ,349.60 ,29.75689511,0.175477154,0.937483105,2.04E-01
192.00 ,744.80 ,24.07157012,0.116826923,0.8658299,1.54E-01
215.00 ,447.40 ,28.69629835,0.102683363,0.919246347,1.95E-01
109.00 ,297.68 ,26.98062762,0.217501764,0.947305385,1.79E-01
293.00 ,371.10 ,30.54760555,0.071252297,0.933444507,2.11E-01
162.00 ,231.95 ,47.82602767,0.141310541,0.959883236,3.64E-01
182.00 ,268.30 ,36.48225325,0.124091293,0.952907532,2.63E-01
168.00 ,400.60 ,29.42489551,0.135714286,0.927930347,2.01E-01
280.00 ,381.30 ,42.81380006,0.075274725,0.931534371,3.19E-01
210.00 ,401.80 ,39.37833295,0.105494505,0.927706704,2.89E-01
615.00 ,394.00 ,30.52628542,0.025891182,0.929161305,2.11E-01
192.00 ,281.20 ,29.24045758,0.116826923,0.950443831,1.99E-01
