@relation train
@attribute b0 real
@attribute b1 real
@attribute b2 real
@attribute b3 real
@attribute b4 real
@attribute b5 real
@attribute b6 real
@attribute b7 real
@attribute b8 real
@attribute b9 real
@attribute b10 real
@attribute b11 real
@attribute b12 real
@attribute b13 real
@attribute b14 real
@attribute b15 real
@attribute b16 real
@attribute b17 real
@attribute b18 real
@attribute b19 real
@attribute b20 real
@attribute b21 real
@attribute b22 real
@attribute b23 real
@attribute b24 real
@attribute b25 real
@attribute b26 real
@attribute b27 real
@attribute b28 real
@attribute b29 real
@attribute b30 real
@attribute b31 real
@attribute b32 real
@attribute b33 real
@attribute b34 real
@attribute b35 real
@attribute b36 real
@attribute b37 real
@attribute b38 real
@attribute b39 real
@attribute b40 real
@attribute b41 real
@attribute b42 real
@attribute b43 real
@attribute b44 real
@attribute b45 real
@attribute b46 real
@attribute b47 real
@attribute b48 real
@attribute b49 real
@attribute b50 real
@attribute b51 real
@attribute b52 real
@attribute b53 real
@attribute b54 real
@attribute b55 real
@attribute b56 real
@attribute b57 real
@attribute b58 real
@attribute b59 real
@attribute b60 real
@attribute b61 real
@attribute b62 real
@attribute b63 real
@attribute b64 real
@attribute b65 real
@attribute b66 real
@attribute b67 real
@attribute b68 real
@attribute b69 real
@attribute b70 real
@attribute b71 real
@attribute b72 real
@attribute b73 real
@attribute b74 real
@attribute b75 real
@attribute b76 real
@attribute b77 real
@attribute b78 real
@attribute b79 real
@attribute b80 real
@attribute b81 real
@attribute b82 real
@attribute b83 real
@attribute b84 real
@attribute b85 real
@attribute b86 real
@attribute b87 real
@attribute b88 real
@attribute b89 real
@attribute b90 real
@attribute b91 real
@attribute b92 real
@attribute b93 real
@attribute b94 real
@attribute b95 real
@attribute b96 real
@attribute b97 real
@attribute b98 real
@attribute b99 real
@data
0.031470050524244036,-0.02096820296163357,0.006409382679382405,-0.0028763248122037855,0.032008441416249776,-0.02981524344613852,-0.02470850009399949,0.1500371635313069,0.06512040664318262,0.0037476632825490714,-0.07233168950562223,-0.027174810679281756,0.22714392652738244,-0.08774084369348012,-0.3508452420036189,0.17831652833743789,-0.11197099908584546,0.13731364219027206,-0.04220868015687721,0.012066067906285498,-0.006784647961005677,-0.11066365137513699,-0.0038790739698758864,0.002230652223582561,0.17690651058246273,0.006183788190436126,0.04876660842493685,-0.01757794176912133,-0.06752101228396207,-0.056730220709706326,0.01625610596903453,0.03344237192330163,-0.018029477279009817,-0.11418550516528198,0.007895262926179071,0.058791872756423634,0.06203154646569318,-0.10164543626198239,0.22399195113803155,-0.11810652900299487,-0.01972407199081997,0.04773665757844882,0.0864226817905428,-0.042708975947257435,0.014909841873698166,0.012103380734257603,0.007869690820722091,-0.03220142865184728,0.09113180900287618,0.0064347967699926595,0.0484393126190133,0.09318321481182731,0.033746617567719454,0.004078737876058759,0.08482807015985973,-0.050310861560742604,0.010601213262176173,0.009763332573255736,0.07760369066531138,0.060324698380426,-0.022182658466363244,-0.0250049904139219,-0.15462492950720794,0.040655037571083914,-0.1515565602150879,0.16176767853015808,0.0611874217662824,0.07118404225448514,-0.17392152387711887,0.030255162825659435,0.03974255018218246,0.09878463465705206,0.0909106273818879,0.0884099953615643,-0.030831877907177126,-0.022841345911873024,0.08742439867472307,-0.062308247967150635,0.04871148401621006,-0.04192363243234773,0.015735407725840627,-0.03656408644475838,-0.10498951884381226,-0.044185248289822926,0.058537090507865125,0.012050143044408188,0.13713488712709399,0.11608545012742309,-0.09840928865977085,-0.038518418777746644,0.10072325617263421,-0.09611781881674009,-0.09095811954757689,0.08021834003510836,-0.10416961160919323,0.1384117052538863,0.0549576233330622,0.07274275601502496,-0.03565627019258842,0.3328840392204808
-0.00112278581244673,0.002820104812445142,-0.0010915465714026063,0.0017834236378561266,-0.0015876614956148484,8.27852321603141E-4,0.0026999650116271996,-0.0032545531464390695,6.768972983353383E-4,-4.4579748699292293E-4,0.0016697871332065285,0.00137307871292079,-0.001275698982385439,0.002337370350090146,5.880440524595959E-4,-0.0016491035532162739,8.372868506650866E-4,1.5689538142903137E-4,0.00212980521046629,6.368648606804514E-4,8.939106550398188E-4,-7.223375413283675E-4,-5.10954083654123E-4,-6.124559881673236E-4,-8.633624385340731E-5,-7.489593064419046E-4,-2.452726933984189E-4,-2.474095143093879E-4,0.0037406706896937966,-0.0019752203548787806,0.0017539843517203717,1.7591439295600551E-4,0.0023928505973398254,-3.7222941626022243E-4,-0.0010824411719103713,-0.0028644421887567984,0.0010751125456646624,0.0011763848923426572,-0.0012773345891524102,9.823260338467019E-4,0.0014853717221071164,2.0221528075245118E-4,8.144524683608902E-4,-0.0017101078336025184,-0.0012389159689569634,-7.098694721499807E-4,2.2247576418326503E-4,-9.297120108890337E-4,-0.0018239965033440483,-1.948430228467142E-4,-7.35944425270329E-4,7.037506500722837E-4,3.334743220145056E-4,-6.840070580847717E-4,0.0011565883772422444,5.087301192292597E-4,-0.0023643245320333663,3.186457764451506E-5,-9.007187454175771E-4,0.0010313933083820042,-0.0015026530194622197,8.810099170346621E-4,-7.289633602842564E-4,-3.004677854979085E-4,-6.709518383519707E-4,6.711414091103724E-4,-9.455301152337912E-4,-3.18558427193652E-4,3.3552932657727325E-4,-6.594950953805858E-4,2.6117177573747007E-4,-8.122234291313268E-4,6.681610963832543E-4,0.0010560519680428851,-4.1997674901928395E-4,-1.7307734296537203E-4,-0.0013263741024350274,6.699245826582503E-4,0.0020357934551091666,-5.448490815479663E-4,5.918285648342236E-4,0.0012189857785788114,-0.0015522357243945815,-0.002114357610953266,-0.002894258731680765,7.69377281016061E-4,9.604058825540898E-4,-7.018717909902166E-4,-4.509603129373603E-4,0.001237619234322927,0.0015772980794948287,8.769156274631195E-4,5.313643977847282E-4,4.6983874596290406E-4,-1.312188727235204E-4,9.960786015100372E-4,-5.425842148783326E-4,7.781838847103935E-4,6.596099389903284E-4,-2.0002950377982353E-4
-0.0020092353850627537,0.004079941430963926,-0.0017885274473807278,0.0037988341153760916,-0.0031653197034711067,0.0016232644844257089,0.007157201143028268,-0.006788340159336548,-9.874692614777695E-4,8.562899848623901E-4,0.006777880966641845,0.005194041847520072,-0.008866510425700148,0.010300950559646058,0.0013319044389119043,-0.009470749389513032,0.010033869926598524,0.008496401281257504,-0.00833205986020303,0.0010380422726803326,0.021132831745221486,0.02794053080322156,-0.005864125400125278,-0.02266775653421437,-0.022424795958114977,-0.013461741131754178,-0.01930279844577461,0.18150755913824357,-0.12126885395277696,-0.050115556136075594,0.03442584646420803,-0.0554009669655011,-0.029581787666587676,-0.03147730817463824,-0.0142316180134687,-0.04638486472708896,-0.01235670981686413,-0.07613547693907428,0.09506140993213305,0.246782978513626,-0.26454896052917426,-0.34774617538664926,0.22803653384329456,-0.05206331576051929,0.13492534982358312,-0.3812254532833914,-0.18912066134794742,0.13709854291941825,-0.02995351797083584,-0.1540457308203975,-0.031443357481794526,0.021569827026582243,0.09332013613109104,0.03696634103424485,0.0075612065303711385,-0.06791555630727557,0.04551269895523636,0.011177010777377235,-0.1454455723741494,-0.11463229586862807,-0.11727790347047463,-0.028419199873287018,-0.003913041997909804,0.04012509166871713,-0.0409707508861467,0.0046751006608627505,-0.036300685636578234,0.014245389098639228,0.007806116814126342,0.09372794154692134,0.05614264989310318,-0.08789302677497156,0.023586938250067004,0.017805209470696137,-0.00638258374826205,-0.005023913114565659,0.023804565447274842,-0.029068517792198476,-0.002969555853915459,-0.038276963379966694,0.060362094016627205,-0.04322595424172252,0.04052988690412949,-0.05963782471898847,0.0073828069257900145,-0.004708488802804294,0.060080067463857065,0.03561374332030987,0.016204781746085025,-0.010899978200098966,-0.031233593153926136,0.018199965159439703,-0.002844095583198896,0.01261218648196041,0.026238637058602042,-0.052220655205145496,-0.02419577541884193,0.00512237746935759,-0.025426822811618083,-0.059954851273135774
0.005289691207480962,-0.8999069672910266,0.03444485013918503,-0.060703914287504115,-0.005778475715788865,-0.009452383885237597,-0.012005175357237306,-0.06829958008425284,0.06505071645063688,-0.06742900992051112,0.004293242441437597,0.017724085513897703,-0.021047349832533403,0.03244729503736526,0.026527815856078638,-0.0075746101347538295,0.051617763683534594,0.01857672756546315,-0.16429935644768734,0.12602662027887923,-0.12312773771203467,0.2308446094593238,0.23482834598596447,-0.02208459774789125,0.12334115308034814,0.10375356868347314,-0.02166145710477068,-0.059313172432389025,0.018424989796206565,-0.08942415099672826,0.05516939348807981,0.0777344630114077,-0.0705692772863186,0.1575403712342614,0.027647065491063855,0.040347723531263764,-0.0017325073196718542,-0.024024230913232674,-0.03676949254522901,-0.10434482180362696,0.017995173879719637,0.03111576216304449,0.06997652251458186,0.02508858847257218,0.06031295087098935,-0.04000640474008739,-0.027651860457048403,0.06966176340936889,0.06929033968267267,-0.05542175774386319,-0.00264258622069682,-0.014771416736186562,-0.032086297557686674,0.0033589589355009198,-0.0022762929777271545,-0.01975718200197725,0.0081239882426598,-0.09730228313186577,0.03598104545031403,-0.015216851738571362,-0.025238794017111096,-0.07808810476378814,-0.11844778202620074,-0.0752033397471982,-0.054743861368625794,-0.07006363732174455,-0.03516218272835084,-0.05672042581063111,0.09661598608128612,0.08232298276588032,-0.0762787118851084,0.10290631239648254,0.002388098847150546,0.015730430731896332,0.0013576073739334166,0.11247249047465405,-0.1553149309760574,0.03600356683073475,-0.04715717133618962,-0.20680434660606425,-0.03978108280982055,0.3357728650721964,-0.04037849368445411,0.025752773283740454,0.20069230760070872,-0.07135291973451136,0.25657721927001026,-0.5524427359237202,0.5106911847313022,0.04445736037312119,0.6940407409848642,0.4674092752174506,-0.1372961791133986,-0.4697760057334711,0.4650316645665824,-0.05724805900195687,-0.3946468886933197,0.3734347841994369,0.01661161684663527,0.0462940812005184
-0.0011226478521953413,0.002819793792671177,-0.001091405800885301,0.0017829813730602746,-0.0015875199081186995,8.279094522663766E-4,0.0026991656680753124,-0.003253930102600693,6.770094121744674E-4,-4.459903733557485E-4,0.0016688948802368597,0.0013723958940617341,-0.0012758581582767603,0.0023357959902952545,5.878115910498572E-4,-0.001648169198851795,8.366142743310274E-4,1.5695835338698505E-4,0.0021293744726979106,6.364903591938747E-4,8.93463377027175E-4,-7.216667039247045E-4,-5.105852596940684E-4,-6.121623915312955E-4,-8.615424585995887E-5,-7.47863007575382E-4,-2.457406428479249E-4,-2.464336312739127E-4,0.003739930740817626,-0.0019748299121160992,0.0017532792529649547,1.7565479816600282E-4,0.0023924624835448076,-3.7232932810439816E-4,-0.001082440416764783,-0.0028631734209195467,0.001075180869335432,0.0011758176508213658,-0.0012781734207123522,9.824441886556344E-4,0.0014837590407828622,2.0132883063324683E-4,8.135899311939154E-4,-0.0017092742873824852,-0.0012375923756353991,-7.094972751826318E-4,2.2184982181932926E-4,-9.297249115817359E-4,-0.00182264225524365,-1.925818616768726E-4,-7.359292845078641E-4,7.037109514364632E-4,3.336187711002927E-4,-6.840497023252229E-4,0.001155767839959244,5.092940449534528E-4,-0.002363767649151815,3.133567012200862E-5,-9.015996127429856E-4,0.0010305969773321388,-0.0015025362705596223,8.807778551714763E-4,-7.287663700229351E-4,-2.995072032359065E-4,-6.696645490775507E-4,6.705494202181601E-4,-9.454419416827569E-4,-3.1756417495048053E-4,3.347248177531143E-4,-6.595933998019144E-4,2.605898664041536E-4,-8.108166897498608E-4,6.690570478017572E-4,0.001055913369424758,-4.183786625649765E-4,-1.7163338793665765E-4,-0.0013266327214864592,6.702487754050718E-4,0.0020347179464318076,-5.453664239473614E-4,5.912098943207797E-4,0.0012171730811016022,-0.0015514805750394636,-0.0021150874060024763,-0.002893895179791473,7.680504791331652E-4,9.60836189136078E-4,-7.017902053409412E-4,-4.50623636015857E-4,0.0012359711178465838,0.0015776753732433804,8.761808828937068E-4,5.329515124200552E-4,4.6891343619021486E-4,-1.321414326464444E-4,9.956896058573757E-4,-5.423412120087344E-4,7.779858883129982E-4,6.609318551468648E-4,-2.0005929722560225E-4
0.008743394445777337,0.0021051796702307004,-8.599549572829554E-4,0.0020516778062561023,0.009371706041718884,-0.008357318139669116,-0.022923969760554802,0.019816657602714848,0.012419531546527363,0.017069795037349202,-0.013342419800815178,-0.02124552911556845,0.047122858703609945,0.01295095502998544,0.016426434594857004,0.0472189888019445,-0.19567795707465083,-0.005424962540430611,-0.028815816864390425,0.01230533770704795,-0.0024219745772987686,-0.051993075522188875,-0.00703773073984491,0.021175357545737353,0.009145944651322728,-0.01620273225031882,0.05019097294748281,0.0037036081673083553,-0.01381020141079408,-0.02449203082348141,0.047616630113580374,0.016711670621402084,-0.006596772776371372,0.019520220726620154,0.030783974658436842,-0.022790364534967324,-0.006676341316881226,-0.04109822701464628,0.10575056113820044,-0.03353064943608918,0.05343182687547925,-0.005801457121965907,0.060144205431558455,-0.04312939285780705,0.08610438221491894,0.11169074285232584,0.012386206598188988,0.08513124857138911,-0.023326196803694965,0.07511004009463484,0.0463804708830084,-0.011177093762240471,-0.0564684494211396,-0.012191238357027763,-0.13409799983084192,0.05076801130218503,0.10835159023295378,-0.01887571548981777,-0.08110655941974153,8.93055923782097E-4,-0.014603557906010964,-0.19322205988595803,0.12818855322938094,0.0707568771693234,-0.16101846968728206,0.10559221362717436,0.10203532323707527,0.05249911809730522,-0.023768830316095238,0.00638098016726477,-0.03840129112346479,-0.13885940898717272,-0.008552808851507871,0.09267694213063196,-4.43559236447455E-4,-0.05247532559901054,-0.14339782650736124,0.21416548267872565,-0.13081528515320273,0.1286013954753145,-0.2057963227796924,0.1470081239324152,0.2905984365304765,-0.03486081640711314,0.10926879581931088,-0.05316335904000985,0.09452974907964165,0.00798655421595008,0.038666468463442356,-0.1480906292734585,-0.05671010195097375,-0.11994526492083527,0.046962415595622725,0.0041954175063434514,0.059701708017153375,-0.08816701518315377,0.039340909237635786,-0.029553546105474327,0.04446270736412575,-0.06325251219982968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002371217967386469,-0.0062061269504407645,0.056778626537621425,-0.00639828352335037,-0.0019472835723193913,0.0014717319801458367,0.003686280772991511,0.033528342008374956,0.009746477817255397,0.007825172646138308,0.014567600522983571,0.01054179841154371,-0.03708084681046566,1.5469916963915722E-4,0.04189982307978037,-0.006778450251537265,0.026942552783660513,0.013950635610463223,-0.03285392182898219,0.02489571626125357,-0.03145070897609523,0.01739912444179436,-0.01955395229116727,0.02475701519145304,-0.021934092501513458,-0.03488068193132657,-0.009344893722755022,0.02021735716228674,0.014037196930911388,0.022502738880871266,-0.00877596699666109,0.03878554168443751,-0.00952286766076093,-0.016168651745804674,-0.01906688991858625,0.03230759087968186,-0.009258348983133768,0.05769783651394919,6.14201250975035E-4,-0.020581405978747927,0.012440479999563062,0.06514708461322258,-0.014018832729102725,0.17459963655512484,0.029291812013084985,-0.07348001252094705,-0.16829620069843534,0.02548719721535582,0.06903411794247877,0.041918874412385725,-0.0035692343115063495,-0.05097085346182402,-0.09995013031021656,-0.0664454085525532,0.012941199570644293,-0.017895004087380803,0.14391508498457672,-0.036667842463483286,0.0898867141738295,0.03701454727737759,-0.023888920980174748,0.05865526702804105,-0.01617706796397634,0.095731254223045,0.05406223162796393,0.09273805510161873,-0.021136024991877767,-0.18954620994104088,0.04543498919444142,0.17208775827823636,-0.1542502408451112,0.017612206314348216,0.20112067415334905,0.15030074355065928,-0.04735437977446194,-0.11612196106370715,-0.04905466987126906,0.06753606540475705,0.0025552057767556664,-0.00965892726975822,0.06820909537790334,0.03441647014416613,-0.01798671789027479,-0.07647222744276491,-0.036620552429706216,0.05045840131573375,0.018040468664502998,0.019939887644346455,-0.2096234041750392,-0.05582975097402229,-0.03990958305057012,-0.16136411238790088,-0.004352564427477834,-0.19703104060623336,0.040525932149502786,0.04098454758632126,-0.006040072602209541,-0.05750939700794615,0.15465027897356198,0.05281060003849827
1.1733404175993988E-4,-0.05781403228076445,0.015349577734874997,-0.0012221091117174216,-8.257808046568023E-4,0.006568498599952792,0.009005482737362226,0.0237511976542244,-0.03966174417434075,0.02481321329659989,0.007142103915638191,0.004167644440359339,-0.02536702710319343,0.02607622604043397,0.0013466483582020756,-0.013144740573767563,0.0332736880752712,0.01713998408968506,-0.07303839022214008,0.018010220425650487,0.021505612703604092,0.08760139336023465,0.008133400004071771,-0.06581251109189823,-0.07897786198273471,-0.06122492251161482,-0.07096078416316874,0.5221350244422045,-0.33247710787001306,-0.026466385255772853,0.03544835844956046,-0.026531975565587243,-0.11074544378318141,-0.12205308700142509,0.028296992923119577,-0.016272324318714167,-0.034258712415436314,-0.07719327185871284,0.1164782117809748,0.2240091185959214,-0.3055230355143161,-0.34118592158474637,0.19951728940928326,-0.056149021467111565,0.0891925955842561,-0.24602112871567403,-0.1540520632982854,0.05713502218277847,0.01749533451274507,-0.07603450201045422,-0.019857194256614513,0.014000441469346212,0.06458021642222782,0.039108046862818616,-0.013698431949275457,-0.038136534561958854,0.04513722255949662,0.020215487688596982,-0.1218885824361113,-0.09695676212451818,-0.0742002877494233,-0.043800849775274465,-0.009722021264287967,0.042406038450379255,-0.030665540530549283,-0.008026976033420619,-0.027051481479076444,0.020255903857458724,0.046754364040848186,0.11490842607307616,0.041815119144943846,-0.08430634006525478,-6.345704025326896E-4,-0.02727067752999937,0.033170466938688754,0.02604980676911906,0.08420909492447179,0.0440140710063077,-0.015065514378513039,0.005196669993298995,-0.04748434242929964,0.02359153872128946,-0.07165854121641743,0.04519483588924058,-0.007602176053052363,0.0476821508334132,-0.0715533767528177,-0.04750126792162807,-0.0258298084340286,0.004353284843227891,0.038661657387863514,-0.06426046030742036,-0.029091660662740573,-0.06305076128949327,-0.014573864225908218,0.06573117140638506,0.05046262724707827,-0.02012358273149863,-0.030399482661728844,0.023987641006041123
